delay_id,schedule_id,delay_reason,delay_minutes,affected_station_id,reported_date,impact_level,compensation_given,compensation_amount
DLY01932,SCH00107,Technical Fault,200,ST024,2023-04-02,Low,TRUE,1369.57
DLY01933,SCH00812,Technical Fault,201,ST066,2023-09-28,Critical,TRUE,219.15
DLY01934,SCH00931,Station Overcrowding,236,ST075,2023-02-22,Medium,TRUE,1586.98
DLY01935,SCH00697,Track Maintenance,283,ST064,2023-10-03,Medium,TRUE,389.08
DLY01936,SCH00540,Power Failure,281,ST010,2023-01-11,Low,FALSE,0
DLY01937,SCH00002,Freight Priority,268,ST052,2024-01-13,Low,FALSE,0
DLY01938,SCH00309,Congestion,208,ST013,2024-08-30,Low,FALSE,0
DLY01939,SCH00992,Signal Failure,282,ST031,2024-06-29,High,FALSE,0
DLY01940,SCH00250,Technical Fault,97,ST004,2024-11-13,Low,TRUE,1090.89
DLY01941,SCH00925,Congestion,249,ST012,2024-11-06,High,TRUE,1804.57
DLY01942,SCH00771,Flood/Landslide,270,ST005,2023-10-12,Critical,FALSE,0
DLY01943,SCH00323,Flood/Landslide,232,ST024,2023-02-25,Low,TRUE,598.35
DLY01944,SCH00223,Signal Failure,66,ST054,2024-10-24,Medium,FALSE,0
DLY01945,SCH00845,Congestion,37,ST058,2023-09-03,Critical,TRUE,175.01
DLY01946,SCH00416,Congestion,133,ST040,2024-06-13,Medium,TRUE,898.74
DLY01947,SCH00986,Congestion,161,ST025,2023-01-19,Medium,FALSE,0
DLY01948,SCH00320,Weather,138,ST031,2023-09-01,High,TRUE,962.77
DLY01949,SCH00301,Signal Failure,91,ST062,2023-12-25,Medium,FALSE,0
DLY01950,SCH00522,Track Maintenance,201,ST054,2023-05-13,Low,TRUE,1005.09
DLY01951,SCH00586,Power Failure,7,ST024,2024-02-02,Low,TRUE,1669.61
DLY01952,SCH00969,Track Maintenance,260,ST005,2023-08-12,Medium,TRUE,334.92
DLY01953,SCH00675,Signal Failure,148,ST048,2023-04-01,High,FALSE,0
DLY01954,SCH00111,Signal Failure,196,ST018,2023-07-07,Medium,FALSE,0
DLY01955,SCH00517,Congestion,141,ST043,2024-08-06,Low,FALSE,0
DLY01956,SCH00953,Signal Failure,159,ST013,2023-11-14,Medium,FALSE,0
DLY01957,SCH00723,Accident,89,ST022,2024-01-25,Low,FALSE,0
DLY01958,SCH00738,Signal Failure,263,ST038,2023-05-18,Medium,FALSE,0
DLY01959,SCH00847,Accident,197,ST070,2023-03-06,High,TRUE,763.2
DLY01960,SCH00968,Accident,271,ST042,2023-10-08,Low,TRUE,198.25
DLY01961,SCH00836,Track Maintenance,62,ST043,2023-10-07,Medium,TRUE,1338.66
DLY01962,SCH00104,Signal Failure,85,ST071,2024-11-23,Critical,FALSE,0
DLY01963,SCH00172,Flood/Landslide,192,ST006,2023-08-14,Critical,TRUE,562.37
DLY01964,SCH00173,Freight Priority,107,ST064,2024-09-17,Low,FALSE,0
DLY01965,SCH00306,Flood/Landslide,289,ST060,2023-05-20,High,TRUE,187.34
DLY01966,SCH00033,Power Failure,96,ST002,2024-03-05,Medium,FALSE,0
DLY01967,SCH00948,Freight Priority,66,ST007,2023-05-05,Medium,TRUE,1490.8
DLY01968,SCH00601,Power Failure,125,ST005,2024-04-18,High,TRUE,1053.56
DLY01969,SCH00797,Congestion,270,ST041,2023-03-14,Low,TRUE,1225.01
DLY01970,SCH00795,Track Maintenance,22,ST037,2024-07-07,Medium,TRUE,1396.79
DLY01971,SCH00166,Signal Failure,99,ST039,2023-04-05,Medium,TRUE,479.94
DLY01972,SCH00051,Signal Failure,131,ST072,2023-02-13,Low,FALSE,0
DLY01973,SCH00777,Station Overcrowding,210,ST060,2024-05-18,Medium,TRUE,569.17
DLY01974,SCH00881,Congestion,240,ST071,2023-02-07,Medium,FALSE,0
DLY01975,SCH00188,Technical Fault,210,ST031,2024-05-23,Low,FALSE,0
DLY01976,SCH00953,Station Overcrowding,93,ST074,2024-03-14,High,TRUE,810.79
DLY01977,SCH00831,Accident,161,ST061,2024-11-22,Low,TRUE,1797.94
DLY01978,SCH00866,Freight Priority,173,ST044,2023-09-30,Medium,TRUE,953.64
DLY01979,SCH00077,Power Failure,277,ST030,2023-03-13,Low,FALSE,0
DLY01980,SCH00276,Flood/Landslide,78,ST018,2024-08-18,Low,TRUE,110.27
DLY01981,SCH00717,Power Failure,18,ST041,2023-09-16,Medium,TRUE,1549.67
DLY01982,SCH00921,Congestion,138,ST030,2024-06-24,Low,FALSE,0
DLY01983,SCH00079,Power Failure,127,ST023,2024-03-20,Low,TRUE,1201.47
DLY01984,SCH00533,Station Overcrowding,31,ST023,2023-10-30,Medium,TRUE,705.82
DLY01985,SCH00901,Congestion,209,ST052,2023-05-02,Critical,FALSE,0
DLY01986,SCH00957,Flood/Landslide,77,ST025,2024-06-29,Critical,TRUE,912.82
DLY01987,SCH00222,Signal Failure,297,ST028,2023-12-24,High,FALSE,0
DLY01988,SCH00413,Station Overcrowding,170,ST063,2023-08-26,Medium,FALSE,0
DLY01989,SCH00823,Station Overcrowding,201,ST022,2024-10-18,Medium,FALSE,0
DLY01990,SCH00672,Accident,296,ST066,2024-01-06,Low,TRUE,960.74
DLY01991,SCH00092,Signal Failure,116,ST025,2023-10-29,Low,TRUE,1249.07
DLY01992,SCH00326,Accident,192,ST054,2023-08-26,Medium,FALSE,0
DLY01993,SCH00420,Technical Fault,134,ST067,2023-02-18,Medium,FALSE,0
DLY01994,SCH00499,Track Maintenance,173,ST046,2024-03-13,Medium,TRUE,343.65
DLY01995,SCH00907,Station Overcrowding,133,ST063,2023-01-06,Medium,FALSE,0
DLY01996,SCH00476,Signal Failure,177,ST027,2023-02-01,Low,TRUE,1239.6
DLY01997,SCH00310,Technical Fault,170,ST002,2024-01-23,Medium,FALSE,0
DLY01998,SCH00054,Track Maintenance,160,ST020,2024-10-29,Medium,FALSE,0
DLY01999,SCH00478,Track Maintenance,219,ST008,2023-06-11,Critical,TRUE,1565.86
DLY02000,SCH00178,Flood/Landslide,122,ST069,2023-01-08,Low,FALSE,0
